Date,Close,Open,High,Low
16.09.2024,79.5,79.5,79.5,79.5
13.09.2024,79.65,79.65,79.65,79.65
12.09.2024,80.05,80.05,80.05,80.05
11.09.2024,79.65,79.65,79.65,79.65
10.09.2024,79.5,79.5,79.5,79.5
09.09.2024,79.55,79.55,79.55,79.55
06.09.2024,79.95,79.95,79.95,79.95
05.09.2024,79.85,79.85,79.85,79.85
04.09.2024,79.6,79.6,79.6,79.6
03.09.2024,79.6,79.6,79.6,79.6
30.08.2024,79.25,79.25,79.25,79.25
29.08.2024,79.5,79.5,79.5,79.5
28.08.2024,79.25,79.25,79.25,79.25
27.08.2024,78.85,78.85,78.85,78.85
26.08.2024,80.15,80.15,80.15,80.15
23.08.2024,82.4,82.4,82.4,82.4
22.08.2024,79.85,79.85,79.85,79.85
21.08.2024,80.05,80.05,80.05,80.05
20.08.2024,80.6,80.6,80.6,80.6
19.08.2024,81.2,81.2,81.2,81.2
16.08.2024,81.2,81.2,81.2,81.2
15.08.2024,81.25,81.25,81.25,81.25
14.08.2024,81.55,81.55,81.55,81.55
13.08.2024,81.55,81.55,81.55,81.55
12.08.2024,81.5,81.5,81.5,81.5
09.08.2024,81.55,81.55,81.55,81.55
08.08.2024,81.6,81.6,81.6,81.6
07.08.2024,81.7,81.7,81.7,81.7
06.08.2024,81.65,81.65,81.65,81.65
05.08.2024,81.85,81.85,81.85,81.85
02.08.2024,82.6,82.6,82.6,82.6
01.08.2024,85.05,85.05,85.05,85.05
31.07.2024,84.45,84.45,84.45,84.45
30.07.2024,82.60,82.60,82.60,82.60
29.07.2024,82.30,82.30,82.30,82.30
26.07.2024,82.45,82.45,82.45,82.45
25.07.2024,82.25,82.25,82.25,82.25
24.07.2024,82.75,82.75,82.75,82.75
23.07.2024,83.30,83.30,83.30,83.30
22.07.2024,83.45,83.45,83.45,83.45
19.07.2024,84.35,84.35,84.35,84.35
18.07.2024,84.70,84.70,84.70,84.70
17.07.2024,85.20,85.20,85.20,85.20
16.07.2024,85.60,85.60,85.60,85.60
15.07.2024,86.25,86.25,86.25,86.25
12.07.2024,86.15,86.15,86.15,86.15
11.07.2024,86.15,86.15,86.15,86.15
10.07.2024,85.85,85.85,85.85,85.85
09.07.2024,85.65,85.65,85.65,85.65
08.07.2024,85.65,85.65,85.65,85.65
05.07.2024,85.65,85.65,85.65,85.65
03.07.2024,85.65,85.65,85.65,85.65
02.07.2024,85.65,85.65,85.65,85.65
01.07.2024,85.70,85.70,85.70,85.70
28.06.2024,85.75,85.75,85.75,85.75
27.06.2024,84.55,84.55,84.55,84.55
26.06.2024,83.55,83.55,83.55,83.55
25.06.2024,83.20,83.20,83.20,83.20
24.06.2024,83.60,83.60,83.60,83.60
21.06.2024,84.50,84.50,84.50,84.50
20.06.2024,85.05,85.05,85.05,85.05
18.06.2024,86.25,86.25,86.25,86.25
17.06.2024,86.15,86.15,86.15,86.15
14.06.2024,86.65,86.65,86.65,86.65
13.06.2024,86.00,86.00,86.00,86.00
12.06.2024,84.50,84.50,84.50,84.50
11.06.2024,82.75,82.75,82.75,82.75
10.06.2024,84.30,84.30,84.30,84.30
07.06.2024,87.40,87.40,87.40,87.40
06.06.2024,87.25,87.25,87.25,87.25
05.06.2024,88.90,88.90,88.90,88.90
04.06.2024,89.65,89.65,89.65,89.65
03.06.2024,89.85,89.85,89.85,89.85
31.05.2024,88.60,88.60,88.60,88.60
30.05.2024,89.90,89.90,89.90,89.90
29.05.2024,90.30,90.30,90.30,90.30
28.05.2024,90.55,90.55,90.55,90.55
24.05.2024,91.65,91.65,91.65,91.65
23.05.2024,91.75,91.75,91.75,91.75
22.05.2024,92.10,92.10,92.10,92.10
21.05.2024,92.05,92.05,92.05,92.05
20.05.2024,91.35,91.35,91.35,91.35
17.05.2024,90.95,90.95,90.95,90.95
16.05.2024,90.65,90.65,90.65,90.65
15.05.2024,90.90,90.90,90.90,90.90
14.05.2024,91.10,91.10,91.10,91.10
13.05.2024,91.10,91.10,91.10,91.10
10.05.2024,92.25,92.25,92.25,92.25
09.05.2024,93.25,93.25,93.25,93.25
08.05.2024,93.75,93.75,93.75,93.75
07.05.2024,93.50,93.50,93.50,93.50
06.05.2024,92.25,92.25,92.25,92.25
03.05.2024,92.40,92.40,92.40,92.40
02.05.2024,91.75,91.75,91.75,91.75
01.05.2024,92.30,92.30,92.30,92.30
30.04.2024,90.25,90.25,90.25,90.25
29.04.2024,87.70,87.70,87.70,87.70
26.04.2024,87.35,87.35,87.35,87.35
25.04.2024,86.10,86.10,86.10,86.10
24.04.2024,88.80,88.80,88.80,88.80
23.04.2024,89.90,89.90,89.90,89.90
22.04.2024,89.45,89.45,89.45,89.45
19.04.2024,89.30,89.30,89.30,89.30
18.04.2024,89.30,89.30,89.30,89.30
17.04.2024,89.30,89.30,89.30,89.30
16.04.2024,89.35,89.35,89.35,89.35
15.04.2024,90.10,90.10,90.10,90.10
12.04.2024,89.65,89.65,89.65,89.65
11.04.2024,88.25,88.25,88.25,88.25
10.04.2024,88.30,88.30,88.30,88.30
09.04.2024,88.80,88.80,88.80,88.80
08.04.2024,88.80,88.80,88.80,88.80
05.04.2024,89.40,89.40,89.40,89.40
04.04.2024,89.40,89.40,89.40,89.40
03.04.2024,89.05,89.05,89.05,89.05
02.04.2024,87.60,87.60,87.60,87.60
01.04.2024,87.65,87.65,87.65,87.65
28.03.2024,88.45,88.45,88.45,88.45
27.03.2024,89.00,89.00,89.00,89.00
26.03.2024,89.35,89.35,89.35,89.35
25.03.2024,88.90,88.90,88.90,88.90
22.03.2024,89.30,89.30,89.30,89.30
21.03.2024,89.20,89.20,89.20,89.20
20.03.2024,87.00,87.00,87.00,87.00
19.03.2024,85.85,85.85,85.85,85.85
18.03.2024,85.85,85.85,85.85,85.85
15.03.2024,85.50,85.50,85.50,85.50
14.03.2024,83.70,83.70,83.70,83.70
13.03.2024,84.10,84.10,84.10,84.10
12.03.2024,89.10,89.10,89.10,89.10
11.03.2024,90.80,90.80,90.80,90.80
08.03.2024,91.30,91.30,91.30,91.30
07.03.2024,91.45,91.45,91.45,91.45
06.03.2024,92.20,92.20,92.20,92.20
05.03.2024,92.55,92.55,92.55,92.55
04.03.2024,93.40,93.40,93.40,93.40
01.03.2024,94.20,94.20,94.20,94.20
29.02.2024,94.70,94.70,94.70,94.70
28.02.2024,94.70,94.70,94.70,94.70
27.02.2024,95.60,95.60,95.60,95.60
26.02.2024,94.85,94.85,94.85,94.85
23.02.2024,96.50,96.50,96.50,96.50
22.02.2024,98.75,98.75,98.75,98.75
21.02.2024,99.25,99.25,99.25,99.25
20.02.2024,101.25,101.25,101.25,101.25
16.02.2024,101.80,101.80,101.80,101.80
15.02.2024,102.35,102.35,102.35,102.35
14.02.2024,102.75,102.75,102.75,102.75
13.02.2024,103.40,103.40,103.40,103.40
12.02.2024,103.25,103.25,103.25,103.25
09.02.2024,100.75,100.75,100.75,100.75
08.02.2024,100.90,100.90,100.90,100.90
07.02.2024,102.55,102.55,102.55,102.55
06.02.2024,103.55,103.55,103.55,103.55
05.02.2024,105.65,105.65,105.65,105.65
02.02.2024,106.30,106.30,106.30,106.30
01.02.2024,104.35,104.35,104.35,104.35
31.01.2024,101.30,101.30,101.30,101.30
30.01.2024,100.55,100.55,100.55,100.55
29.01.2024,99.65,99.65,99.65,99.65
26.01.2024,100.20,100.20,100.20,100.20
25.01.2024,102.00,102.00,102.00,102.00
24.01.2024,104.40,104.40,104.40,104.40
23.01.2024,105.50,105.50,105.50,105.50
22.01.2024,106.00,106.00,106.00,106.00
19.01.2024,106.00,106.00,106.00,106.00
18.01.2024,105.75,105.75,105.75,105.75
17.01.2024,105.75,105.75,105.75,105.75
16.01.2024,105.75,105.75,105.75,105.75
12.01.2024,102.75,102.75,102.75,102.75
11.01.2024,95.20,95.20,95.20,95.20
10.01.2024,94.40,94.40,94.40,94.40
09.01.2024,93.50,93.50,93.50,93.50
08.01.2024,92.45,92.45,92.45,92.45
05.01.2024,92.45,92.45,92.45,92.45
04.01.2024,92.45,92.45,92.45,92.45
03.01.2024,92.10,92.10,92.10,92.10
02.01.2024,92.00,92.00,92.00,92.00
29.12.2023,91.60,91.60,91.60,91.60
28.12.2023,91.60,91.60,91.60,91.60
27.12.2023,91.60,91.60,91.60,91.60
26.12.2023,91.60,91.60,91.60,91.60
22.12.2023,91.55,91.55,91.55,91.55
21.12.2023,90.30,90.30,90.30,90.30
20.12.2023,90.15,90.15,90.15,90.15
19.12.2023,88.30,88.30,88.30,88.30
18.12.2023,87.35,87.35,87.35,87.35
15.12.2023,86.85,86.85,86.85,86.85
14.12.2023,85.35,85.35,85.35,85.35
13.12.2023,85.35,85.35,85.35,85.35
12.12.2023,85.35,85.35,85.35,85.35
11.12.2023,83.15,83.15,83.15,83.15
08.12.2023,82.70,82.70,82.70,82.70
07.12.2023,82.10,82.10,82.10,82.10
06.12.2023,82.10,82.10,82.10,82.10
05.12.2023,81.75,81.75,81.75,81.75
04.12.2023,81.50,81.50,81.50,81.50
01.12.2023,81.75,81.75,81.75,81.75
30.11.2023,80.60,80.60,80.60,80.60
29.11.2023,81.15,81.15,81.15,81.15
28.11.2023,81.05,81.05,81.05,81.05
27.11.2023,80.70,80.70,80.70,80.70
24.11.2023,80.75,80.75,80.75,80.75
22.11.2023,80.75,80.75,80.75,80.75
21.11.2023,81.00,81.00,81.00,81.00
20.11.2023,79.50,79.50,79.50,79.50
17.11.2023,78.00,78.00,78.00,78.00
16.11.2023,76.35,76.35,76.35,76.35
15.11.2023,74.30,74.30,74.30,74.30
14.11.2023,74.35,74.35,74.35,74.35
13.11.2023,74.25,74.25,74.25,74.25
10.11.2023,73.35,73.35,73.35,73.35
09.11.2023,72.95,72.95,72.95,72.95
08.11.2023,73.05,73.05,73.05,73.05
07.11.2023,73.70,73.70,73.70,73.70
06.11.2023,74.15,74.15,74.15,74.15
03.11.2023,74.35,74.35,74.35,74.35
02.11.2023,74.50,74.50,74.50,74.50
01.11.2023,74.65,74.65,74.65,74.65
31.10.2023,74.60,74.60,74.60,74.60
30.10.2023,74.50,74.50,74.50,74.50
27.10.2023,74.40,74.40,74.40,74.40
26.10.2023,74.25,74.25,74.25,74.25
25.10.2023,73.85,73.85,73.85,73.85
24.10.2023,73.40,73.40,73.40,73.40
23.10.2023,72.80,72.80,72.80,72.80
20.10.2023,72.50,72.50,72.50,72.50
19.10.2023,71.10,71.10,71.10,71.10
18.10.2023,70.35,70.35,70.35,70.35
17.10.2023,69.55,69.55,69.55,69.55
16.10.2023,69.30,69.30,69.30,69.30
13.10.2023,69.65,69.65,69.65,69.65
12.10.2023,69.65,69.65,69.65,69.65
11.10.2023,69.25,69.25,69.25,69.25
10.10.2023,69.05,69.05,69.05,69.05
09.10.2023,69.15,69.15,69.15,69.15
06.10.2023,69.80,69.80,69.80,69.80
05.10.2023,70.45,70.45,70.45,70.45
04.10.2023,70.45,70.45,70.45,70.45
03.10.2023,72.10,72.10,72.10,72.10
02.10.2023,73.25,75.00,75.00,75.00
27.02.2023,51.05,51.05,51.05,51.05
24.02.2023,51.70,51.70,51.70,51.70
23.02.2023,51.80,51.80,51.80,51.80
22.02.2023,51.80,51.80,51.80,51.80
21.02.2023,51.80,51.80,51.80,51.80
17.02.2023,51.80,51.80,51.80,51.80
16.02.2023,51.60,51.60,51.60,51.60
15.02.2023,51.05,51.05,51.05,51.05
14.02.2023,50.80,50.80,50.80,50.80
13.02.2023,50.60,50.60,50.60,50.60
10.02.2023,50.55,50.55,50.55,50.55
09.02.2023,50.45,50.45,50.45,50.45
08.02.2023,50.55,50.55,50.55,50.55
07.02.2023,50.75,50.75,50.75,50.75
06.02.2023,50.95,50.95,50.95,50.95
03.02.2023,51.25,51.25,51.25,51.25
02.02.2023,51.25,51.25,51.25,51.25
01.02.2023,50.85,50.85,50.85,50.85
31.01.2023,50.85,50.85,50.85,50.85
30.01.2023,50.85,50.85,50.85,50.85
27.01.2023,50.70,50.70,50.70,50.70
26.01.2023,50.35,50.35,50.35,50.35
25.01.2023,49.20,49.20,49.20,49.20
24.01.2023,49.10,49.10,49.10,49.10
23.01.2023,49.00,49.00,49.00,49.00
20.01.2023,48.90,48.90,48.90,48.90
19.01.2023,48.95,48.95,48.95,48.95
18.01.2023,49.10,49.10,49.10,49.10
17.01.2023,49.60,49.60,49.60,49.60
13.01.2023,50.50,50.50,50.50,50.50
12.01.2023,50.50,50.50,50.50,50.50
11.01.2023,50.45,50.45,50.45,50.45
10.01.2023,50.35,50.35,50.35,50.35
09.01.2023,49.95,49.95,49.95,49.95
06.01.2023,49.00,49.00,49.00,49.00
05.01.2023,48.95,48.95,48.95,48.95
04.01.2023,48.95,48.95,48.95,48.95
03.01.2023,48.90,48.90,48.90,48.90
30.12.2022,49.00,49.00,49.00,49.00
29.12.2022,49.00,49.00,49.00,49.00
28.12.2022,49.00,49.00,49.00,49.00
27.12.2022,49.00,49.00,49.00,49.00
23.12.2022,48.10,48.10,48.10,48.10
22.12.2022,48.10,48.10,48.10,48.10
21.12.2022,48.10,48.10,48.10,48.10
20.12.2022,48.10,48.10,48.10,48.10
19.12.2022,48.10,48.10,48.10,48.10
16.12.2022,48.15,48.15,48.15,48.15
15.12.2022,48.15,48.15,48.15,48.15
14.12.2022,48.35,48.35,48.35,48.35
13.12.2022,48.35,48.35,48.35,48.35
12.12.2022,48.70,48.70,48.70,48.70
09.12.2022,48.70,48.70,48.70,48.70
08.12.2022,48.50,48.50,48.50,48.50
07.12.2022,48.15,48.15,48.15,48.15
06.12.2022,48.30,48.30,48.30,48.30
05.12.2022,48.35,48.35,48.35,48.35
02.12.2022,49.20,49.20,49.20,49.20
01.12.2022,49.80,49.80,49.80,49.80
30.11.2022,49.95,49.95,49.95,49.95
29.11.2022,50.35,50.35,50.35,50.35
28.11.2022,50.35,50.35,50.35,50.35
25.11.2022,50.35,50.35,50.35,50.35
23.11.2022,50.35,50.35,50.35,50.35
22.11.2022,50.40,50.40,50.40,50.40
21.11.2022,50.50,50.50,50.50,50.50
18.11.2022,50.70,50.70,50.70,50.70
17.11.2022,50.70,50.70,50.70,50.70
16.11.2022,50.65,50.65,50.65,50.65
15.11.2022,50.60,50.60,50.60,50.60
14.11.2022,50.75,50.75,50.75,50.75
11.11.2022,50.75,50.75,50.75,50.75
10.11.2022,50.70,50.70,50.70,50.70
09.11.2022,50.60,50.60,50.60,50.60
08.11.2022,50.25,50.25,50.25,50.25
07.11.2022,50.00,50.00,50.00,50.00
04.11.2022,50.60,50.60,50.60,50.60
03.11.2022,51.10,51.10,51.10,51.10
02.11.2022,52.40,52.40,52.40,52.40
01.11.2022,52.65,52.65,52.65,52.65
31.10.2022,52.80,52.80,52.80,52.80
28.10.2022,53.05,53.05,53.05,53.05
27.10.2022,53.35,53.35,53.35,53.35
26.10.2022,53.35,53.35,53.35,53.35
25.10.2022,53.35,53.35,53.35,53.35
24.10.2022,53.35,53.35,53.35,53.35
21.10.2022,53.05,53.05,53.05,53.05
20.10.2022,52.65,52.65,52.65,52.65
19.10.2022,52.25,52.25,52.25,52.25
18.10.2022,51.50,51.50,51.50,51.50
17.10.2022,51.00,51.00,51.00,51.00
14.10.2022,50.60,50.60,50.60,50.60
13.10.2022,50.20,50.20,50.20,50.20
12.10.2022,49.50,49.50,49.50,49.50
11.10.2022,49.50,49.50,49.50,49.50
10.10.2022,48.80,48.80,48.80,48.80
07.10.2022,48.60,48.60,48.60,48.60
06.10.2022,48.95,48.95,48.95,48.95
05.10.2022,49.15,49.15,49.15,49.15
04.10.2022,49.25,49.25,49.25,49.25
03.10.2022,49.20,49.20,49.20,49.20
30.09.2022,49.00,49.00,49.00,49.00
29.09.2022,49.05,49.05,49.05,49.05
28.09.2022,49.20,49.20,49.20,49.20
27.09.2022,49.20,49.20,49.20,49.20
26.09.2022,49.40,49.40,49.40,49.40
23.09.2022,49.85,49.85,49.85,49.85
22.09.2022,50.30,50.30,50.30,50.30
21.09.2022,49.60,49.60,49.60,49.60
20.09.2022,49.15,49.15,49.15,49.15
19.09.2022,48.90,48.90,48.90,48.90
16.09.2022,48.90,48.90,48.90,48.90
15.09.2022,51.00,51.00,51.00,51.00
14.09.2022,51.35,51.35,51.35,51.35
13.09.2022,52.25,52.25,52.25,52.25
12.09.2022,52.90,52.90,52.90,52.90
09.09.2022,52.75,52.75,52.75,52.75
08.09.2022,52.10,52.10,52.10,52.10
07.09.2022,52.10,52.10,52.10,52.10
06.09.2022,51.95,51.95,51.95,51.95
02.09.2022,52.55,52.55,52.55,52.55
01.09.2022,53.60,53.60,53.60,53.60
31.08.2022,53.30,53.30,53.30,53.30
30.08.2022,51.35,51.35,51.35,51.35
29.08.2022,49.80,49.80,49.80,49.80
26.08.2022,49.40,49.40,49.40,49.40
25.08.2022,49.40,49.40,49.40,49.40
24.08.2022,49.40,49.40,49.40,49.40
23.08.2022,49.15,49.15,49.15,49.15
22.08.2022,49.10,49.10,49.10,49.10
19.08.2022,49.20,49.20,49.20,49.20
18.08.2022,49.20,49.20,49.20,49.20
17.08.2022,48.85,48.85,48.85,48.85
16.08.2022,48.70,48.70,48.70,48.70
15.08.2022,48.70,48.70,48.70,48.70
12.08.2022,48.85,48.85,48.85,48.85
11.08.2022,48.85,48.85,48.85,48.85
10.08.2022,48.85,48.85,48.85,48.85
09.08.2022,48.85,48.85,48.85,48.85
08.08.2022,48.85,48.85,48.85,48.85
05.08.2022,48.85,48.85,48.85,48.85
04.08.2022,48.95,48.95,48.95,48.95
03.08.2022,49.40,49.40,49.40,49.40
02.08.2022,49.55,49.55,49.55,49.55
01.08.2022,49.65,49.65,49.65,49.65
29.07.2022,49.65,49.65,49.65,49.65
28.07.2022,49.35,49.35,49.35,49.35
27.07.2022,48.25,48.25,48.25,48.25
26.07.2022,47.50,47.50,47.50,47.50
25.07.2022,47.30,47.30,47.30,47.30
22.07.2022,46.95,46.95,46.95,46.95
21.07.2022,46.95,46.95,46.95,46.95
20.07.2022,46.70,46.70,46.70,46.70
19.07.2022,46.70,46.70,46.70,46.70
18.07.2022,46.65,46.65,46.65,46.65
15.07.2022,46.65,46.65,46.65,46.65
14.07.2022,46.70,46.70,46.70,46.70
13.07.2022,47.50,47.50,47.50,47.50
12.07.2022,47.70,47.70,47.70,47.70
11.07.2022,48.40,48.40,48.40,48.40
08.07.2022,48.50,48.50,48.50,48.50
07.07.2022,48.60,48.60,48.60,48.60
06.07.2022,49.25,49.25,49.25,49.25
05.07.2022,51.05,51.05,51.05,51.05
01.07.2022,51.25,51.25,51.25,51.25
30.06.2022,50.85,50.85,50.85,50.85
29.06.2022,50.65,50.65,50.65,50.65
28.06.2022,50.10,50.10,50.10,50.10
27.06.2022,49.35,49.35,49.35,49.35
24.06.2022,48.45,48.45,48.45,48.45
23.06.2022,48.00,48.00,48.00,48.00
22.06.2022,48.35,48.35,48.35,48.35
21.06.2022,47.45,47.45,47.45,47.45
17.06.2022,47.85,47.85,47.85,47.85
16.06.2022,48.95,48.95,48.95,48.95
15.06.2022,49.45,49.45,49.45,49.45
14.06.2022,49.75,49.75,49.75,49.75
13.06.2022,50.90,50.90,50.90,50.90
10.06.2022,52.40,52.40,52.40,52.40
09.06.2022,52.85,52.85,52.85,52.85
08.06.2022,52.30,52.30,52.30,52.30
07.06.2022,51.55,51.55,51.55,51.55
06.06.2022,51.30,51.30,51.30,51.30
03.06.2022,50.70,50.70,50.70,50.70
02.06.2022,49.80,49.80,49.80,49.80
01.06.2022,49.25,49.25,49.25,49.25
31.05.2022,48.45,48.45,48.45,48.45
10.05.2022,54.15,54.15,54.15,54.15
09.05.2022,55.10,55.10,55.10,55.10
06.05.2022,55.35,55.35,55.35,55.35
05.05.2022,55.15,55.15,55.15,55.15
04.05.2022,54.55,54.55,54.55,54.55
03.05.2022,54.35,54.35,54.35,54.35
02.05.2022,54.35,54.35,54.35,54.35
29.04.2022,53.10,53.10,53.10,53.10
28.04.2022,53.05,53.05,53.05,53.05
27.04.2022,53.40,53.40,53.40,53.40
26.04.2022,54.20,54.20,54.20,54.20
25.04.2022,53.45,53.45,53.45,53.45
22.04.2022,56.60,56.60,56.60,56.60
21.04.2022,61.75,61.75,61.75,61.75
20.04.2022,64.00,64.00,64.00,64.00
19.04.2022,64.05,64.05,64.05,64.05
18.04.2022,64.35,64.35,64.35,64.35
14.04.2022,64.50,64.50,64.50,64.50
13.04.2022,64.50,64.50,64.50,64.50
12.04.2022,64.50,64.50,64.50,64.50
11.04.2022,64.45,64.45,64.45,64.45
08.04.2022,64.25,64.25,64.25,64.25
07.04.2022,63.50,62.50,62.50,62.50
06.04.2022,61.95,61.95,61.95,61.95
05.04.2022,61.45,61.45,61.45,61.45
04.04.2022,60.20,60.20,60.20,60.20
01.04.2022,59.30,59.30,59.30,59.30
31.03.2022,58.60,58.60,58.60,58.60
30.03.2022,58.75,58.75,58.75,58.75
29.03.2022,58.80,58.80,58.80,58.80
28.03.2022,59.20,59.20,59.20,59.20
25.03.2022,59.05,59.05,59.05,59.05
24.03.2022,59.10,59.10,59.10,59.10
23.03.2022,59.20,59.20,59.20,59.20
22.03.2022,59.30,59.30,59.30,59.30
21.03.2022,57.80,57.80,57.80,57.80
18.03.2022,57.25,57.25,57.25,57.25
17.03.2022,56.35,55.40,55.40,55.40
16.03.2022,55.40,55.40,55.40,55.40
15.03.2022,55.60,55.60,55.60,55.60
14.03.2022,57.45,57.45,57.45,57.45
11.03.2022,60.00,58.95,58.95,58.95
10.03.2022,60.40,60.40,60.40,60.40
09.03.2022,54.05,53.10,53.10,53.10
08.03.2022,53.15,53.15,53.15,53.15
07.03.2022,51.50,51.50,51.50,51.50
04.03.2022,51.25,51.25,51.25,51.25
03.03.2022,51.60,51.60,51.60,51.60
02.03.2022,51.60,50.35,50.35,50.35
01.03.2022,50.35,50.35,50.35,50.35
28.02.2022,48.95,49.50,49.50,49.50
25.02.2022,46.65,46.65,46.65,46.65
