Date,Close,Open,High,Low
15.12.2015,35.90,35.90,35.90,35.90
14.12.2015,36.15,36.15,36.15,36.15
11.12.2015,36.15,36.15,36.15,36.15
10.12.2015,36.15,36.15,36.15,36.15
09.12.2015,36.15,36.15,36.15,36.15
08.12.2015,36.05,36.05,36.05,36.05
07.12.2015,36.10,36.10,36.10,36.10
04.12.2015,36.10,36.10,36.10,36.10
03.12.2015,36.10,36.10,36.10,36.10
02.12.2015,36.10,36.10,36.10,36.10
01.12.2015,36.10,36.10,36.10,36.10
30.11.2015,36.10,36.10,36.10,36.10
27.11.2015,36.10,36.10,36.10,36.10
25.11.2015,36.10,36.10,36.10,36.10
24.11.2015,36.10,36.10,36.10,36.10
23.11.2015,36.10,36.10,36.10,36.10
20.11.2015,36.10,36.10,36.10,36.10
19.11.2015,36.10,36.10,36.10,36.10
18.11.2015,36.10,36.10,36.10,36.10
17.11.2015,36.00,36.00,36.00,36.00
16.11.2015,36.00,36.00,36.00,36.00
13.11.2015,36.00,36.00,36.00,36.00
12.11.2015,36.00,36.00,36.00,36.00
11.11.2015,36.00,36.00,36.00,36.00
10.11.2015,36.00,36.00,36.00,36.00
09.11.2015,36.00,36.00,36.00,36.00
06.11.2015,36.00,36.00,36.00,36.00
05.11.2015,36.00,36.00,36.00,36.00
04.11.2015,36.00,36.00,36.00,36.00
03.11.2015,36.00,36.00,36.00,36.00
02.11.2015,35.75,35.75,35.75,35.75
30.10.2015,35.40,35.40,35.40,35.40
29.10.2015,35.50,35.50,35.50,35.50
28.10.2015,35.70,35.70,35.70,35.70
27.10.2015,36.15,36.15,36.15,36.15
26.10.2015,36.50,36.50,36.50,36.50
23.10.2015,36.75,36.75,36.75,36.75
22.10.2015,37.00,37.00,37.00,37.00
21.10.2015,37.60,37.60,37.60,37.60
20.10.2015,37.65,37.65,37.65,37.65
19.10.2015,37.65,37.65,37.65,37.65
16.10.2015,37.75,37.75,37.75,37.75
15.10.2015,37.80,37.80,37.80,37.80
14.10.2015,37.90,37.90,37.90,37.90
13.10.2015,37.90,37.90,37.90,37.90
12.10.2015,38.00,38.00,38.00,38.00
09.10.2015,37.50,37.50,37.50,37.50
08.10.2015,37.30,37.30,37.30,37.30
07.10.2015,37.05,37.05,37.05,37.05
06.10.2015,37.00,37.00,37.00,37.00
05.10.2015,37.00,37.00,37.00,37.00
02.10.2015,36.80,36.80,36.80,36.80
01.10.2015,36.50,36.50,36.50,36.50
30.09.2015,36.65,36.65,36.65,36.65
29.09.2015,36.65,36.65,36.65,36.65
28.09.2015,36.75,36.75,36.75,36.75
25.09.2015,37.00,37.00,37.00,37.00
24.09.2015,37.25,37.25,37.25,37.25
23.09.2015,37.30,37.30,37.30,37.30
22.09.2015,37.30,37.30,37.30,37.30
21.09.2015,37.30,37.30,37.30,37.30
18.09.2015,37.30,37.30,37.30,37.30
17.09.2015,37.30,37.30,37.30,37.30
16.09.2015,37.30,37.30,37.30,37.30
15.09.2015,37.25,37.25,37.25,37.25
14.09.2015,37.30,37.30,37.30,37.30
11.09.2015,37.30,37.30,37.30,37.30
10.09.2015,37.30,37.30,37.30,37.30
09.09.2015,37.25,37.25,37.25,37.25
08.09.2015,37.25,37.25,37.25,37.25
04.09.2015,37.25,37.25,37.25,37.25
03.09.2015,36.95,36.95,36.95,36.95
02.09.2015,36.95,36.95,36.95,36.95
01.09.2015,36.95,36.95,36.95,36.95
31.08.2015,36.90,36.90,36.90,36.90
28.08.2015,36.90,36.90,36.90,36.90
27.08.2015,36.90,36.90,36.90,36.90
26.08.2015,36.90,36.90,36.90,36.90
25.08.2015,36.75,36.75,36.75,36.75
24.08.2015,36.70,36.70,36.70,36.70
21.08.2015,36.55,36.55,36.55,36.55
20.08.2015,36.40,36.40,36.40,36.40
19.08.2015,36.40,36.40,36.40,36.40
18.08.2015,36.40,36.40,36.40,36.40
17.08.2015,36.40,36.40,36.40,36.40
14.08.2015,36.40,36.40,36.40,36.40
13.08.2015,36.40,36.40,36.40,36.40
12.08.2015,36.40,36.40,36.40,36.40
11.08.2015,36.20,36.20,36.20,36.20
10.08.2015,35.25,35.25,35.25,35.25
07.08.2015,35.25,35.25,35.25,35.25
06.08.2015,35.25,35.25,35.25,35.25
05.08.2015,35.25,35.25,35.25,35.25
04.08.2015,35.25,35.25,35.25,35.25
03.08.2015,35.25,35.25,35.25,35.25
31.07.2015,35.30,35.30,35.30,35.30
30.07.2015,36.05,36.05,36.05,36.05
29.07.2015,36.05,36.05,36.05,36.05
28.07.2015,36.05,36.05,36.05,36.05
27.07.2015,36.15,36.15,36.15,36.15
24.07.2015,36.20,36.20,36.20,36.20
23.07.2015,36.25,36.25,36.25,36.25
22.07.2015,36.40,36.40,36.40,36.40
21.07.2015,36.40,36.40,36.40,36.40
20.07.2015,36.40,36.40,36.40,36.40
17.07.2015,36.40,36.40,36.40,36.40
16.07.2015,36.25,36.25,36.25,36.25
15.07.2015,36.30,36.30,36.30,36.30
14.07.2015,36.30,36.30,36.30,36.30
13.07.2015,36.30,36.30,36.30,36.30
10.07.2015,36.30,36.30,36.30,36.30
09.07.2015,36.30,36.30,36.30,36.30
08.07.2015,36.40,36.40,36.40,36.40
07.07.2015,36.40,36.40,36.40,36.40
06.07.2015,36.40,36.40,36.40,36.40
02.07.2015,36.40,36.40,36.40,36.40
01.07.2015,36.25,36.25,36.25,36.25
30.06.2015,35.75,35.75,35.75,35.75
29.06.2015,36.75,36.75,36.75,36.75
26.06.2015,36.75,36.75,36.75,36.75
25.06.2015,36.75,36.75,36.75,36.75
24.06.2015,36.75,36.75,36.75,36.75
23.06.2015,36.75,36.75,36.75,36.75
22.06.2015,36.75,36.75,36.75,36.75
19.06.2015,36.75,36.75,36.75,36.75
18.06.2015,36.75,36.75,36.75,36.75
17.06.2015,36.75,36.75,36.75,36.75
16.06.2015,36.50,36.50,36.50,36.50
15.06.2015,36.50,36.50,36.50,36.50
12.06.2015,36.25,36.25,36.25,36.25
11.06.2015,36.25,36.25,36.25,36.25
10.06.2015,36.00,36.00,36.00,36.00
09.06.2015,36.00,36.00,36.00,36.00
08.06.2015,35.90,35.90,35.90,35.90
05.06.2015,35.90,35.90,35.90,35.90
04.06.2015,35.90,35.90,35.90,35.90
03.06.2015,35.65,35.65,35.65,35.65
02.06.2015,35.65,35.65,35.65,35.65
01.06.2015,35.40,35.40,35.40,35.40
29.05.2015,35.10,35.10,35.10,35.10
28.05.2015,35.00,35.00,35.00,35.00
27.05.2015,35.00,35.00,35.00,35.00
26.05.2015,35.15,35.15,35.15,35.15
22.05.2015,35.25,35.25,35.25,35.25
21.05.2015,35.25,35.25,35.25,35.25
20.05.2015,35.25,35.25,35.25,35.25
19.05.2015,35.40,35.40,35.40,35.40
18.05.2015,35.75,35.75,35.75,35.75
15.05.2015,35.75,35.75,35.75,35.75
14.05.2015,35.75,35.75,35.75,35.75
13.05.2015,36.00,36.00,36.00,36.00
12.05.2015,36.00,36.00,36.00,36.00
11.05.2015,36.00,36.00,36.00,36.00
08.05.2015,36.45,36.45,36.45,36.45
07.05.2015,36.80,36.80,36.80,36.80
06.05.2015,36.50,36.50,36.50,36.50
05.05.2015,35.75,35.75,35.75,35.75
04.05.2015,35.70,35.70,35.70,35.70
01.05.2015,35.70,35.70,35.70,35.70
30.04.2015,37.00,37.00,37.00,37.00
29.04.2015,37.90,37.90,37.90,37.90
28.04.2015,38.05,38.05,38.05,38.05
27.04.2015,38.20,38.20,38.20,38.20
24.04.2015,38.60,38.60,38.60,38.60
23.04.2015,38.90,38.90,38.90,38.90
22.04.2015,38.90,38.90,38.90,38.90
21.04.2015,38.90,38.90,38.90,38.90
20.04.2015,38.90,38.90,38.90,38.90
17.04.2015,38.90,38.90,38.90,38.90
16.04.2015,39.00,39.00,39.00,39.00
15.04.2015,39.00,39.00,39.00,39.00
14.04.2015,39.00,39.00,39.00,39.00
13.04.2015,39.15,39.15,39.15,39.15
10.04.2015,39.25,39.25,39.25,39.25
09.04.2015,39.30,39.30,39.30,39.30
08.04.2015,39.30,39.30,39.30,39.30
07.04.2015,39.30,39.30,39.30,39.30
06.04.2015,39.30,39.30,39.30,39.30
03.04.2015,39.45,39.45,39.45,39.45
02.04.2015,39.45,39.45,39.45,39.45
01.04.2015,39.55,39.55,39.55,39.55
31.03.2015,39.50,39.50,39.50,39.50
30.03.2015,39.50,39.50,39.50,39.50
27.03.2015,39.50,39.50,39.50,39.50
26.03.2015,39.50,39.50,39.50,39.50
25.03.2015,39.50,39.50,39.50,39.50
24.03.2015,39.50,39.50,39.50,39.50
23.03.2015,39.50,39.50,39.50,39.50
20.03.2015,39.25,39.25,39.25,39.25
19.03.2015,40.15,40.15,40.15,40.15
18.03.2015,39.75,39.75,39.75,39.75
17.03.2015,39.45,39.45,39.45,39.45
16.03.2015,39.50,39.50,39.50,39.50
13.03.2015,39.25,39.25,39.25,39.25
12.03.2015,39.40,39.40,39.40,39.40
11.03.2015,39.40,39.40,39.40,39.40
10.03.2015,39.50,39.50,39.50,39.50
09.03.2015,39.50,39.50,39.50,39.50
06.03.2015,39.65,39.65,39.65,39.65
05.03.2015,39.65,39.65,39.65,39.65
04.03.2015,39.65,39.65,39.65,39.65
03.03.2015,39.50,39.50,39.50,39.50
02.03.2015,39.00,39.00,39.00,39.00
27.02.2015,38.75,38.75,38.75,38.75
26.02.2015,38.70,38.70,38.70,38.70
25.02.2015,38.75,38.75,38.75,38.75
24.02.2015,38.75,38.75,38.75,38.75
23.02.2015,38.55,38.55,38.55,38.55
20.02.2015,38.50,38.50,38.50,38.50
19.02.2015,38.45,38.45,38.45,38.45
18.02.2015,38.45,38.45,38.45,38.45
17.02.2015,38.45,38.45,38.45,38.45
13.02.2015,38.00,38.00,38.00,38.00
12.02.2015,37.80,37.80,37.80,37.80
11.02.2015,38.15,38.15,38.15,38.15
10.02.2015,38.20,38.20,38.20,38.20
09.02.2015,38.20,38.20,38.20,38.20
06.02.2015,38.20,38.20,38.20,38.20
05.02.2015,38.20,38.20,38.20,38.20
04.02.2015,38.00,38.00,38.00,38.00
03.02.2015,37.55,37.55,37.55,37.55
02.02.2015,37.45,37.45,37.45,37.45
30.01.2015,37.25,37.25,37.25,37.25
29.01.2015,37.45,37.45,37.45,37.45
28.01.2015,37.30,37.30,37.30,37.30
27.01.2015,37.15,37.15,37.15,37.15
26.01.2015,37.15,37.15,37.15,37.15
23.01.2015,37.00,37.00,37.00,37.00
22.01.2015,36.75,36.75,36.75,36.75
21.01.2015,36.65,36.65,36.65,36.65
20.01.2015,36.70,36.70,36.70,36.70
16.01.2015,36.50,36.50,36.50,36.50
15.01.2015,36.50,36.50,36.50,36.50
14.01.2015,35.75,35.75,35.75,35.75
13.01.2015,35.65,35.65,35.65,35.65
12.01.2015,35.45,35.45,35.45,35.45
09.01.2015,35.40,35.40,35.40,35.40
08.01.2015,35.25,35.25,35.25,35.25
07.01.2015,35.25,35.25,35.25,35.25
06.01.2015,35.25,35.25,35.25,35.25
05.01.2015,35.25,35.25,35.25,35.25
02.01.2015,35.25,35.25,35.25,35.25
31.12.2014,35.25,35.25,35.25,35.25
30.12.2014,35.50,35.50,35.50,35.50
29.12.2014,35.70,35.70,35.70,35.70
26.12.2014,36.45,36.45,36.45,36.45
24.12.2014,36.30,36.30,36.30,36.30
23.12.2014,36.45,36.45,36.45,36.45
22.12.2014,36.55,36.55,36.55,36.55
19.12.2014,36.75,36.75,36.75,36.75
18.12.2014,36.75,36.75,36.75,36.75
17.12.2014,36.75,36.75,36.75,36.75
16.12.2014,37.25,37.25,37.25,37.25
15.12.2014,37.25,37.25,37.25,37.25
12.12.2014,37.25,37.25,37.25,37.25
11.12.2014,37.25,37.25,37.25,37.25
10.12.2014,37.75,37.75,37.75,37.75
09.12.2014,37.75,37.75,37.75,37.75
08.12.2014,37.75,37.75,37.75,37.75
05.12.2014,38.20,38.20,38.20,38.20
04.12.2014,38.25,38.25,38.25,38.25
03.12.2014,38.25,38.25,38.25,38.25
02.12.2014,38.40,38.40,38.40,38.40
01.12.2014,38.75,38.75,38.75,38.75
28.11.2014,40.25,40.25,40.25,40.25
26.11.2014,40.00,40.00,40.00,40.00
25.11.2014,40.50,40.50,40.50,40.50
24.11.2014,39.50,39.50,39.50,39.50
21.11.2014,38.25,38.25,38.25,38.25
20.11.2014,41.50,41.50,41.50,41.50
19.11.2014,42.05,42.05,42.05,42.05
18.11.2014,43.15,43.15,43.15,43.15
17.11.2014,44.00,44.00,44.00,44.00
14.11.2014,43.50,43.50,43.50,43.50
13.11.2014,43.00,43.00,43.00,43.00
12.11.2014,42.00,42.00,42.00,42.00
11.11.2014,41.90,41.90,41.90,41.90
10.11.2014,42.00,42.00,42.00,42.00
07.11.2014,41.00,41.00,41.00,41.00
06.11.2014,39.00,37.60,37.60,37.60
05.11.2014,37.60,37.60,37.60,37.60
04.11.2014,37.15,37.15,37.15,37.15
03.11.2014,36.75,36.75,36.75,36.75
31.10.2014,36.50,36.50,36.50,36.50
30.10.2014,36.95,36.95,36.95,36.95
29.10.2014,37.00,37.00,37.00,37.00
28.10.2014,36.70,36.70,36.70,36.70
27.10.2014,36.40,36.40,36.40,36.40
24.10.2014,36.05,36.05,36.05,36.05
23.10.2014,36.00,36.00,36.00,36.00
22.10.2014,36.00,36.00,36.00,36.00
21.10.2014,35.75,35.75,35.75,35.75
20.10.2014,35.75,35.75,35.75,35.75
17.10.2014,35.75,35.75,35.75,35.75
16.10.2014,35.50,35.50,35.50,35.50
15.10.2014,35.40,35.40,35.40,35.40
14.10.2014,35.50,35.50,35.50,35.50
13.10.2014,35.65,35.65,35.65,35.65
10.10.2014,35.50,35.50,35.50,35.50
09.10.2014,35.50,35.50,35.50,35.50
08.10.2014,35.90,35.90,35.90,35.90
07.10.2014,35.75,35.75,35.75,35.75
06.10.2014,35.75,35.75,35.75,35.75
03.10.2014,35.75,35.75,35.75,35.75
02.10.2014,35.75,36.00,36.00,36.00
01.10.2014,35.30,35.30,35.50,35.30
30.09.2014,35.30,35.30,35.30,35.30
29.09.2014,35.30,35.30,35.30,35.30
26.09.2014,35.50,35.50,35.50,35.50
25.09.2014,35.55,35.55,35.55,35.55
24.09.2014,36.20,36.20,36.20,36.20
23.09.2014,36.65,36.65,36.65,36.65
22.09.2014,36.50,36.50,36.50,36.50
19.09.2014,36.65,36.65,36.65,36.65
18.09.2014,36.75,36.75,36.75,36.75
17.09.2014,36.00,36.00,36.00,36.00
16.09.2014,35.00,35.00,35.00,35.00
15.09.2014,34.00,34.00,34.00,34.00
12.09.2014,33.40,33.40,33.40,33.40
11.09.2014,33.00,33.00,33.00,33.00
10.09.2014,32.90,32.90,32.90,32.90
09.09.2014,32.90,32.90,32.90,32.90
08.09.2014,32.90,32.90,32.90,32.90
05.09.2014,32.75,32.75,32.75,32.75
04.09.2014,32.65,32.65,32.65,32.65
03.09.2014,32.65,32.65,32.65,32.65
02.09.2014,32.65,32.65,32.65,32.65
29.08.2014,32.75,32.75,32.75,32.75
28.08.2014,33.00,33.00,33.00,33.00
27.08.2014,32.50,32.50,32.50,32.50
26.08.2014,31.55,31.55,31.55,31.55
25.08.2014,31.65,31.65,31.65,31.65
22.08.2014,31.65,31.65,31.65,31.65
21.08.2014,31.65,31.65,31.65,31.65
20.08.2014,31.50,31.50,31.50,31.50
19.08.2014,31.40,31.40,31.40,31.40
18.08.2014,31.25,31.25,31.25,31.25
15.08.2014,31.00,31.00,31.00,31.00
14.08.2014,31.00,31.00,31.00,31.00
13.08.2014,31.00,31.00,31.00,31.00
12.08.2014,30.90,30.90,30.90,30.90
11.08.2014,30.50,30.50,30.50,30.50
08.08.2014,30.00,30.00,30.00,30.00
07.08.2014,29.75,29.75,29.75,29.75
06.08.2014,29.50,29.50,29.50,29.50
05.08.2014,29.50,29.50,29.50,29.50
04.08.2014,29.00,29.00,29.00,29.00
01.08.2014,28.75,28.75,28.75,28.75
31.07.2014,28.75,28.75,28.75,28.75
30.07.2014,28.70,28.70,28.70,28.70
29.07.2014,28.75,28.75,28.75,28.75
28.07.2014,28.60,28.60,28.60,28.60
25.07.2014,28.60,28.60,28.60,28.60
24.07.2014,28.50,28.50,28.50,28.50
23.07.2014,28.50,28.50,28.50,28.50
22.07.2014,28.50,28.50,28.50,28.50
21.07.2014,28.50,28.50,28.50,28.50
18.07.2014,28.50,28.50,28.50,28.50
17.07.2014,28.50,28.50,28.50,28.50
16.07.2014,28.50,28.50,28.50,28.50
15.07.2014,28.50,28.50,28.50,28.50
14.07.2014,28.40,28.40,28.40,28.40
11.07.2014,28.40,28.40,28.40,28.40
10.07.2014,28.40,28.40,28.40,28.40
09.07.2014,28.50,28.50,28.50,28.50
08.07.2014,28.50,28.50,28.50,28.50
07.07.2014,28.50,28.50,28.50,28.50
03.07.2014,28.30,28.30,28.30,28.30
02.07.2014,28.30,28.30,28.30,28.30
01.07.2014,28.30,28.30,28.30,28.30
30.06.2014,28.25,28.25,28.25,28.25
27.06.2014,28.25,28.25,28.25,28.25
26.06.2014,28.25,28.25,28.25,28.25
25.06.2014,28.40,28.40,28.40,28.40
24.06.2014,28.25,28.25,28.25,28.25
23.06.2014,28.25,28.25,28.25,28.25
20.06.2014,28.25,28.25,28.25,28.25
19.06.2014,28.25,28.25,28.25,28.25
18.06.2014,28.25,28.25,28.25,28.25
17.06.2014,28.25,28.25,28.25,28.25
16.06.2014,28.25,28.25,28.25,28.25
13.06.2014,28.30,28.30,28.30,28.30
12.06.2014,28.45,28.45,28.45,28.45
11.06.2014,28.50,28.50,28.50,28.50
10.06.2014,28.50,28.50,28.50,28.50
09.06.2014,28.50,28.50,28.50,28.50
06.06.2014,28.65,28.65,28.65,28.65
05.06.2014,28.65,28.65,28.65,28.65
04.06.2014,28.25,28.25,28.25,28.25
03.06.2014,28.25,28.25,28.25,28.25
02.06.2014,28.25,28.25,28.25,28.25
30.05.2014,28.25,28.25,28.25,28.25
29.05.2014,28.25,28.25,28.25,28.25
28.05.2014,28.25,28.25,28.25,28.25
27.05.2014,28.25,28.25,28.25,28.25
23.05.2014,28.30,28.30,28.30,28.30
22.05.2014,28.15,28.15,28.15,28.15
21.05.2014,28.15,28.15,28.15,28.15
20.05.2014,28.05,28.05,28.05,28.05
19.05.2014,28.00,28.00,28.00,28.00
16.05.2014,28.25,28.25,28.25,28.25
15.05.2014,28.45,28.45,28.45,28.45
14.05.2014,28.75,28.75,28.75,28.75
13.05.2014,29.05,29.05,29.05,29.05
12.05.2014,29.05,29.05,29.05,29.05
09.05.2014,29.05,29.05,29.05,29.05
08.05.2014,29.00,29.00,29.00,29.00
07.05.2014,29.00,29.00,29.00,29.00
06.05.2014,29.00,29.00,29.00,29.00
05.05.2014,29.25,29.25,29.25,29.25
02.05.2014,30.05,30.05,30.05,30.05
01.05.2014,30.15,30.15,30.15,30.15
30.04.2014,30.50,30.50,30.50,30.50
29.04.2014,30.55,30.55,30.55,30.55
28.04.2014,30.85,30.85,30.85,30.85
25.04.2014,31.00,31.00,31.00,31.00
24.04.2014,31.50,31.50,31.50,31.50
23.04.2014,31.50,31.50,31.50,31.50
22.04.2014,32.25,32.25,32.25,32.25
21.04.2014,32.50,32.50,32.50,32.50
17.04.2014,32.50,32.50,32.50,32.50
16.04.2014,32.50,32.50,32.50,32.50
15.04.2014,33.00,33.00,33.00,33.00
14.04.2014,33.15,33.15,33.15,33.15
11.04.2014,33.25,33.25,33.25,33.25
10.04.2014,33.25,33.25,33.25,33.25
09.04.2014,33.40,33.40,33.40,33.40
08.04.2014,33.70,33.70,33.70,33.70
07.04.2014,33.80,33.80,33.80,33.80
04.04.2014,33.95,33.95,33.95,33.95
03.04.2014,34.25,34.25,34.25,34.25
02.04.2014,34.45,34.45,34.45,34.45
01.04.2014,34.45,34.45,34.45,34.45
31.03.2014,34.00,34.00,34.00,34.00
28.03.2014,34.30,34.30,34.30,34.30
27.03.2014,34.45,34.45,34.45,34.45
26.03.2014,34.50,34.50,34.50,34.50
25.03.2014,34.75,34.75,34.75,34.75
24.03.2014,34.75,34.75,34.75,34.75
21.03.2014,34.75,34.75,34.75,34.75
20.03.2014,34.90,34.90,34.90,34.90
19.03.2014,34.90,34.90,34.90,34.90
18.03.2014,34.90,34.90,34.90,34.90
17.03.2014,34.80,34.80,34.80,34.80
14.03.2014,34.80,34.80,34.80,34.80
13.03.2014,34.95,34.95,34.95,34.95
12.03.2014,35.00,35.00,35.00,35.00
11.03.2014,35.05,35.05,35.05,35.05
10.03.2014,35.05,35.05,35.05,35.05
07.03.2014,35.00,35.00,35.00,35.00
06.03.2014,35.00,35.00,35.00,35.00
05.03.2014,35.00,35.00,35.00,35.00
04.03.2014,35.15,35.15,35.15,35.15
03.03.2014,35.25,35.25,35.25,35.25
28.02.2014,35.45,35.45,35.45,35.45
27.02.2014,35.45,35.45,35.45,35.45
26.02.2014,35.50,35.50,35.50,35.50
25.02.2014,35.55,35.55,35.55,35.55
24.02.2014,35.50,35.50,35.50,35.50
21.02.2014,35.70,35.70,35.70,35.70
20.02.2014,35.70,35.70,35.70,35.70
19.02.2014,35.70,35.70,35.70,35.70
18.02.2014,35.70,35.70,35.70,35.70
14.02.2014,35.70,35.70,35.70,35.70
13.02.2014,35.70,35.70,35.70,35.70
12.02.2014,35.70,35.70,35.70,35.70
11.02.2014,35.80,35.80,35.80,35.80
10.02.2014,35.80,35.80,35.80,35.80
07.02.2014,35.75,35.75,35.75,35.75
06.02.2014,35.80,35.80,35.80,35.80
05.02.2014,35.80,35.80,35.80,35.80
04.02.2014,35.80,35.80,35.80,35.80
03.02.2014,35.80,35.80,35.80,35.80
31.01.2014,35.80,35.80,35.80,35.80
30.01.2014,35.80,35.80,35.80,35.80
29.01.2014,35.80,35.80,35.80,35.80
28.01.2014,35.80,35.80,35.80,35.80
27.01.2014,35.70,35.70,35.70,35.70
24.01.2014,35.75,35.75,35.75,35.75
23.01.2014,35.75,35.75,35.75,35.75
22.01.2014,35.90,35.90,35.90,35.90
21.01.2014,35.90,35.90,35.90,35.90
17.01.2014,36.15,36.15,36.15,36.15
